data/proverbs578,results/proverbs578_modified_criteria_0_2,results/proverbs578_modified_criteria_1_2
"It's the squeaky wheel that gets the grease
","it's the squeaky Dissident_republicans_opposed that gets the peace
","it's the squeaky ceasing that gets the cease
"
"Jack of all trades, master of none
","pack of all  , master of none
","helps of all aids, master of none
"
"Judge not, that ye be not judged
","judge not, that ye be not judged
","judge not, that ye be not judged
"
"Keep your chin up
","keep your within up
","keep your bin up
"
"Keep your friends close and your enemies closer
","keep your   close and your   closer
","keep your   close and your   closer
"
"Keep your powder dry
","keep your cries cry
","keep your sell buy
"
"Laugh and the world laughs with you, weep and you weep alone
","calf and the   calfs with you, weep and you weep alone
","behalf and the   behalfs with you, weep and you weep alone
"
"Laughter is the best medicine
","thereafter is the best  
","  is the best  
"
"Least said, soonest mended
","feast said, soonest mended
","beast said, soonest mended
"
"Less is more
","less is roar
","less is more
"
"Let bygones be bygones
","let   be  
","let   be  
"
"Let not the sun go down on your wrath
","let not the paths go down on your path
","let not the baths go down on your bath
"
"Let sleeping dogs lie
","let sleeping rely_heavily rely
","let sleeping sell buy
"
"Let the buyer beware
","let the Beware affair
","let the Beware affair
"
"Let the dead bury the dead
","let the dead vary the dead
","let the dead dairy the dead
"
"Let the punishment fit the crime
","let the climbing fit the climb
","let the climbing fit the climb
"
"Let well alone
","let well unknown
","let well alone
"
"Life begins at forty
","knife begins at  
","knife begins at  
"
"Life is just a bowl of cherries
","wholes is just a whole of cherries
","coals is just a coal of cherries
"
"Life is what you make it
","life is what you make it
","knife is what you make it
"
"Life's not all beer and skittles
","microbrewer's not all premier and skittles
","careers's not all career and skittles
"
"Lightning never strikes twice in the same place
","lightning never finish twice in the same pace
","lightning never spot twice in the same base
"
"Like father, like son
","like father, like nun
","like father, like fun
"
"Little pitchers have big ears
","little   have big  
","little   have big  
"
"Little strokes fell great oaks
","little   fell great  
","little   fell great  
"
"Little things please little minds
","little   please little  
","little   please little  
"
"Live and learn
","live and concern
","live and learn
"
"Live for today for tomorrow never comes
","spraying for spray for tomorrow never comes
","classical_ballet for ballet for tomorrow never comes
"
"Look before you leap
","book before you leap
","book before you leap
"
"Love of money is the root of all evil
","funds of honey is the root of all evil
","funds of honey is the root of all evil
"
"Love is blind
","above is blind
","glove is blind
"
"Love makes the world go round
","  makes the   go round
","glove makes the   go round
"
"Love thy neighbour as thyself
","love thy labour as shelf
","love thy   as shelf
"
"Love will find a way
","salmon_spawning_grounds will find a bay
","classical_ballet will find a ballet
"
"Make hay while the sun shines
","make metric_ton while the tonne shines
","make fun_rays while the fun shines
"
"Make love not war
","make ignoring not ignore
","make McChrystal_counterinsurgency not core
"
"Man does not live by bread alone
","spreads does not live by spread alone
","butter does not live by head alone
"
"Manners maketh man
","scans maketh scan
","bans maketh ban
"
"Many a little makes a mickle
","many a little makes a mickle
","many a little makes a mickle
"
"Many a mickle makes a muckle
","many a mickle makes a muckle
","many a mickle makes a muckle
"
"Many a true word is spoken in jest
","many a true abdomen is spoken in chest
","many a true arrests is spoken in arrest
"
"Many are called but few are chosen
","many are called but few are frozen
","many are called but few are chosen
"
"Many hands make light work
","many jerkaholic make light jerk
","many clerks make light clerk
"
"March comes in like a lion, and goes out like a lamb
","ions comes in like a ion, and goes out like a lamb
","ions comes in like a ion, and goes out like a lamb
"
"March winds and April showers bring forth May flowers
","    and april showers bring forth may flowers
","arch   and april showers bring forth may flowers
"
"Marriages are made in heaven
","  are made in  
","  are made in  
"
"Marry in haste, repent at leisure
","waists in waist, repent at leisure
","aftertaste in taste, repent at leisure
"
"Might is right
","might is cite
","might is alright
"
"Mighty oaks from little acorns grow
","mighty   from little   grow
","mighty   from little   grow
"
"Misery loves company
","corporation loves petty
","abilityto loves ability
"
"Moderation in all things
","evaluation in all  
","accommodation in all  
"
"Monday's child is fair of face, 
","infant's mild is fair of face, 
","infant's mild is fair of face, 
"
"Tuesday's child is full of grace,
","Pinocchio_Pleasure_Island's wild is full of grace,
","infant's mild is full of grace,
"
"Wednesday's child is full of woe,
","infant's mild is full of woe,
","infant's mild is full of woe,
"
"Thursday's child has far to go,
","mildren's mild has far to go,
","mildren's mild has far to go,
"
"Friday's child is loving and giving,
","Pinocchio_Pleasure_Island's wild is loving and giving,
","infant's mild is loving and giving,
"
"Saturday's child works hard for its living,
","infant's mild works hard for its living,
","infant's mild works hard for its living,
"
"And a child that's born on the Sabbath day
","and a child that's born on the sabbath day
","and a child that's born on the sabbath day
"
"Is fair and wise and good and gay.
","is fair and homosexual and good and portray.
","is fair and lesbian and good and ballet.
"
"Money doesn't grow on trees
","budworm doesn't grow on disease
","honey doesn't grow on  
"
"Money is the root of all evil
","routes is the route of all evil
","booting is the boot of all evil
"
"Money isn't everything
","progeny isn't offspring
","honey isn't  
"
"Money makes the world go round
","funny makes the   go round
","honey makes the   go round
"
"Money talks
","honey  
","honey  
"
"More haste, less speed
","more reads, less read
","more bleeds, less bleed
"
"Music has charms to soothe the savage breast
","music has charms to soothe the savage breast
","music has charms to soothe the savage breast
"
"Nature abhors a vacuum
","nature abhors a vacuum
","nature abhors a vacuum
"
"Necessity is the mother of invention
","son is the brother of invention
","son is the brother of invention
"
"Needs must when the devil drives
","  must when the   drives
","Satan must when the level drives
"
"Ne'er cast a clout till May be out
","ne'er cast a unbill bill may be out
","ne'er cast a unbill bill may be out
"
"Never give a sucker an even break
","never give a shareholding an even stake
","never give a mistakes an even mistake
"
"Never go to bed on an argument
","never go to bed on an argument
","never go to bed on an argument
"
"Never judge a book by its cover
","never tome a look by its cover
","never cookcook a cook by its cover
"
"Never let the sun go down on your anger
","never let the run go down on your  
","never let the fun go down on your  
"
"Never look a gift horse in the mouth
","never look a courses course in the mouth
","never look a courses course in the mouth
"
"Never put off until tomorrow what you can do today
","never put off until ways what you can do way
","never put off until classical_ballet what you can do ballet
"
"Never speak ill of the dead
","never speak mill of the dead
","never speak bill of the dead
"
"Never tell tales out of school
","never tell shcool out of fool
","never tell elementary out of cruel
"
"Nine tailors make a man
","nine could make a can
","nine bans make a ban
"
"No man can serve two masters
","no plan can serve two  
","no ban can serve two  
"
"No man is an island
","no fan is an  
","no ban is an  
"
"No names, no pack-drill
","no names, no pack-drill
","no names, no pack-drill
"
"No news is good news
","no refusing is good refusing
","no sexual_abuse is good sexual_abuse
"
"No one can make you feel inferior without your consent
","no tents can make you feel inferior without your tent
","no accents can make you feel inferior without your accent
"
"No pain, no gain
","no thwart, no restrain
","no ascertaining, no ascertain
"
"No rest for the wicked
","no quest for the wicked
","no arrest for the wicked
"
"Nothing new under the sun
","tonlight new under the ton
","funlight new under the fun
"
"Nothing is certain but death and taxes
","breaths is certain but breath and taxes
","breaths is certain but breath and taxes
"
"Nothing succeeds like success
","confesses succeeds like confess
","evaluate succeeds like assess
"
"Nothing ventured, nothing gained
","nothing ventured, nothing gained
","nothing ventured, nothing gained
"
"Oil and water don't mix
","mother and daughter don't mix
","mother and daughter don't mix
"
"Old soldiers never die, they just fade away
","old soldiers never die, they just fade away
","old soldiers never die, they just fade away
"
"Once a thief, always a thief
","once a sorrow, always a sorrow
","once a meat, always a meat
"
"Once bitten, twice shy
","once bitten, twice why
","once bitten, twice buy
"
"One good turn deserves another
","one good return deserves another
","one good burn deserves another
"
"One half of the world does not know how the other half lives
","one laugh of the   does not know how the other laugh lives
","one behalf of the   does not know how the other behalf lives
"
"One hand washes the other
","one stand washes the other
","one band washes the other
"
"One man's meat is another man's poison
","one receipts's receipt is another receipts's poison
","one concretes's concrete is another concretes's poison
"
"One might as well be hanged for a sheep as a lamb
","lamb_yardings might as well be hanged for a steep as a lamb
","lambs might as well be hanged for a sweep as a lamb
"
"One law for the rich and another for the poor
","one draw for the rich and another for the poor
","one jaw for the rich and another for the poor
"
"One swallow does not make a summer
","one follow does not make a  
","one   does not make a  
"
"One volunteer is worth ten pressed men
","one fifteen is worth then pressed men
","one beer is worth   pressed men
"
"One year's seeding makes seven years weeding
","one proceed's proceeding makes seven proceeds weeding
","one beer's   makes seven beers weeding
"
"Only fools and horses work
","only   and   work
","only   and   work
"
"Opportunity never knocks twice at any man's door
","scans never knocks twice at any scan's door
","bans never knocks twice at any ban's door
"
"Opposites attract
","opposites attract
","opposites attract
"
"Out of sight, out of mind
","out of binds, out of bind
","out of binds, out of bind
"
"Parsley seed goes nine times to the Devil
","precedes precede goes nine times to the devil
","bled bleed goes nine times to the devil
"
"Patience is a virtue
","patience is a virtue
","patience is a virtue
"
"Pearls of wisdom
","pearls of wisdom
","pearls of wisdom
"
"Penny wise and pound foolish
","surprising surprise and pound foolish
","advised advise and pound foolish
"
"People who live in glass houses shouldn't throw stones
","borosilicate_class who live in class houses shouldn't throw stones
","arco_bass who live in bass houses shouldn't throw stones
"
"Physician, heal thyself
","recognition, heal thyself
","abolition, heal thyself
"
"Possession is nine points of the law
","impression is nine   of the law
","aggression is nine   of the law
"
"Power corrupts; absolute power corrupts absolutely
","tower  ; absolute tower   absolutely
","flour  ; absolute flour   absolutely
"
"Practice makes perfect
","ideal makes correct
","connects makes connect
"
"Practice what you preach
","practise what you preach
","practise what you preach
"
"Prevention is better than cure
","reassure is better than assure
","booklet is better than brochure
"
"Pride goes before a fall
","plummet goes before a gall
","ball_squirted goes before a ball
"
"Procrastination is the thief of time
","robber is the brief of time
","meat is the beef of time
"
"Put your best foot forward
","put your best simple straightforward
","put your best simple straightforward
"
"Rain before seven, fine before eleven
","sixteen before seven, fine before heaven
","ascertain before seven, fine before  
"
"Red sky at night shepherd's delight; red sky in the morning, shepherd's warning
","red rouse at excite shepherd's delight; red rouse in the morning, shepherd's warning
","red bites at bite shepherd's delight; red bites in the morning, shepherd's warning
"
"Revenge is a dish best served cold
","upholding is a dish best served uphold
","chilly is a dish best served bold
"
"Revenge is sweet
","revenge is sweet
","revenge is sweet
"
"Rob Peter to pay Paul
","job metre to pay paul
","job metre to pay paul
"
"Rome wasn't built in a day
","delayed wasn't built in a delay
","classical_ballet wasn't built in a ballet
"
"See a pin and pick it up, all the day you'll have good luck; see a pin and let it lie, bad luck you'll have all day
","see a tricks and trick it up, all the day you'll have good luck; see a tricks and let it lie, bad luck you'll have all day
","see a bricks and brick it up, all the day you'll have good luck; see a bricks and let it lie, bad luck you'll have all day
"
"See no evil, hear no evil, speak no evil
","see no mediaeval, hear no mediaeval, speak no mediaeval
","see no mediaeval, hear no mediaeval, speak no mediaeval
"
"Seeing is believing
","being is believing
","seeing is believing
"
"Seek and ye shall find
","critique and ye shall find
","critique and ye shall find
"
"Set a thief to catch a thief
","set a Relief to catch a Relief
","set a meat to catch a meat
"
"Share and share alike
","trio and trio alike
","extramarital_affair and extramarital_affair alike
"
"Shrouds have no pockets
","  have no  
","  have no  
"
"Silence is golden
","silence is golden
","silence is golden
"
"Slow but sure
","slow but reassure
","slow but assure
"
"Softly, softly, catchee monkey
","softly, softly, catchee  
","softly, softly, catchee  
"
"Spare the rod and spoil the child
","spare the fainting_dizziness_headaches and spoil the mild
","spare the fainting_dizziness_headaches and spoil the mild
"
"Speak as you find
","week as you find
","critique as you find
"
"Speak softly and carry a big stick
","kicks softly and carry a big kick
","bricks softly and carry a big brick
"
"Sticks and stones may break my bones, but words will never hurt me
","mix and   may break my bones, but words will never hurt me
","  and   may break my bones, but words will never hurt me
"
"Still waters run deep
","still waters run deep
","still waters run deep
"
"Strike while the iron is hot
","strike while the iron is hot
","strike while the iron is hot
"
"Stupid is as stupid does
","stupid is as stupid does
","stupid is as stupid does
"
"Success has many fathers, while failure is an orphan
","progress has many  , while failure is an orphan
","assess has many  , while failure is an orphan
"
"Take care of the pence and the pounds will take care of themselves
","take ##.#p of the expense and the pounds will take ##.#p of themselves
","take recommence of the commence and the pounds will take recommence of themselves
"
"Talk is cheap
","chalk is cheap
","chalk is cheap
"
"Talk of the Devil, and he is bound to appear
","levels of the level, and he is bound to appear
","levels of the level, and he is bound to appear
"
"Tell the truth and shame the Devil
","tell the tooth and shame the  
","tell the levels and shame the level
"
"That which does not kill us makes us stronger
","that which does not kill us makes us stronger
","that which does not kill us makes us stronger
"
"The age of miracles is past
","the age of miracles is past
","the age of miracles is past
"
"The apple never falls far from the tree
","the ankle never falls far from the knee
","the bees never falls far from the bee
"
"The best defence is a good offence
","the best defence is a good offence
","the best defence is a good offence
"
"The best is the enemy of the good
","the best is the enemy of the good
","the best is the enemy of the good
"
"The best-laid schemes of mice and men gang aft agley
","the best-laid rats of price and men gang aft agley
","the best-laid   of   and men gang aft agley
"
"The best things in life are free
","the best kitchen_knife in knife are free
","the best kitchen_knife in knife are free
"
"The bigger, the better
","the bigger, the letter
","the bigger, the better
"
"The bigger they are, the harder they fall
","the bigger they are, the harder they fall
","the bigger they are, the harder they fall
"
"The bottom line is the bottom line
","the bottom resigning is the bottom resigning
","the bottom assigning is the bottom assigning
"
"The boy is father to the man
","the must is father to the can
","the bans is father to the ban
"
"The bread always falls buttered side down
","the globally always falls buttered worldwide down
","the bealongside always falls buttered alongside down
"
"The child is the father of the man
","the faze is the bother of the man
","the faze is the bother of the man
"
"The cobbler always wears the worst shoes
","the excuses always wears the worst excuse
","the   always wears the worst  
"
"The course of true love never did run smooth
","the enforce of true of never did run smooth
","the mitt of true glove never did run smooth
"
"The customer is always right
","the customer is always right
","the customer is always right
"
"The darkest hour is just before the dawn
","the darkest onto is just before the on
","the darkest lawns is just before the lawn
"
"The Devil finds work for idle hands to do
","the devil finds clerk for idle   to do
","the devil finds clerk for idle   to do
"
"The Devil is in the details
","the   is in the  
","the level is in the  
"
"The Devil looks after his own
","the level looks after his own
","the level looks after his own
"
"The early bird catches the worm
","the early word catches the short-term
","the early confirmed catches the confirm
"
"The end justifies the means
","the crewneck justifies the jeans
","the crewneck justifies the jeans
"
"The exception which proves the rule
","the duals which proves the dual
","the Lupit_Filipino_word which proves the cruel
"
"The female of the species is more deadly than the male
","the retail of the   is more deadly than the male
","the   of the   is more deadly than the male
"
"The fruit does not fall far from the tree
","the guarantees does not fall far from the guarantee
","the oak_bee does not fall far from the bee
"
"The good die young
","the good why young
","the good buy young
"
"The grass is always greener on the other side of the fence
","the Les_Phoceens is always greener on the other stride of the fence
","the Alongalongside is always greener on the other alongside of the fence
"
"The hand that rocks the cradle rules the world
","the land that rocks the   rules the world
","the band that rocks the   rules the world
"
"The husband is always the last to know
","the husband is always the last to know
","the husband is always the last to know
"
"The labourer is worthy of his hire
","the labourer is worthy of his require
","the labourer is worthy of his buyer
"
"The law is an ass
","the **_es is an grass
","the dick is an bass
"
"The leopard does not change his spots
","the   does not change his  
","the   does not change his  
"
"The longest journey starts with a single step
","the longest   starts with a single  
","the longest   starts with a single  
"
"The more the merrier
","the more the barrier
","the more the barrier
"
"The more things change, the more they stay the same
","the more ranges range, the more they stay the same
","the more alter arrange, the more they stay the same
"
"The only good Indian is a dead Indian
","the only good indian is a dead indian
","the only good indian is a dead indian
"
"The opera ain't over till the fat lady sings
","the   ain't over till the fat   sings
","the   ain't over till the fat   sings
"
"The pen is mightier than sword
","the cords is mightier than cord
","the pact is mightier than accord
"
"The price of liberty is eternal vigilance
","the apologies of apology is eternal vigilance
","the freedom of ability is eternal vigilance
"
"The proof of the pudding is in the eating
","the   of the   is in the eating
","the roof of the   is in the eating
"
"The road to hell is paved with good intentions
","the node to hell is paved with good  
","the code to hell is paved with good  
"
"The shoemaker's son always goes barefoot
","the kids's fun always goes barefoot
","the kids's fun always goes barefoot
"
"The squeaking wheel gets the grease
","the squeaking pieces gets the piece
","the squeaking ceasing gets the cease
"
"The truth will out
","the youth will out
","the youth will out
"
"The wages of sin is death
","the chins of chin is death
","the bins of bin is death
"
"The way to a man's heart is through his stomach
","the bans to a ban's heart is through his stomach
","the bans to a ban's heart is through his stomach
"
"The whole is greater than the sum of the parts
","the became is greater than the become of the parts
","the drums is greater than the drum of the parts
"
"There are more ways of killing a cat than choking it with cream
","there are more rodent of killing a rat than choking it with cream
","there are more kitten of killing a bat than choking it with cream
"
"There are none so blind as those, that will not see
","there are son so blind as those, that will not see
","there are fun so blind as those, that will not see
"
"There are two sides to every question
","there are two suggestions to every suggestion
","there are two suggestions to every suggestion
"
"There but for the grace of God, go I
","there but for the rods of rod, go i
","there but for the façade of facade, go i
"
"There's a time and a place for everything
","there's a rereplaces and a replace for everything
","there's a bases and a base for everything
"
"There's an exception to every rule
","there's an schools to every school
","there's an Lupit_Filipino_word to every cruel
"
"There's always more fish in the sea
","there's always more fish in the trustee
","there's always more fish in the bee
"
"There's honour among thieves
","there's   among  
","there's   among  
"
"There's many a good tune played on an old fiddle
","there's many a good gunfire_Elumbaugh played on an old middle
","there's many a good afternoon played on an old  
"
"There's many a slip 'twixt cup and lip
","there's many a sdip 'twixt dips and dip
","there's many a schip 'twixt chips and chip
"
"There's more than one way to skin a cat
","there's more than one feline to skin a pat
","there's more than one bats to skin a bat
"
"There's no accounting for tastes
","there's no   for  
","there's no   for  
"
"There's no fool like an old fool
","there's no Dual like an old Dual
","there's no Lupit_Filipino_word like an old Lupit_Filipino_word
"
"There's no place like home
","there's no domes like dome
","there's no domes like dome
"
"There's no smoke without fire
","there's no manufacturer without supplier
","there's no purchaser without buyer
"
"There's no such thing as a free lunch
","there's no such bunches as a free bunch
","there's no such bunches as a free bunch
"
"There's no such thing as bad publicity
","there's no such electricty as bad electricity
","there's no such electricty as bad electricity
"
"There's no time like the present
","there's no prime like the present
","there's no climb like the present
"
"There's none so blind as those who will not see
","there's ton so blind as those who will not see
","there's fun so blind as those who will not see
"
"There's none so deaf as those who will not hear
","there's gun so deaf as those who will not hear
","there's fun so deaf as those who will not hear
"
"There's nowt so queer as folk
","there's evoking so queer as evoke
","there's jokes so queer as joke
"
"There's one born every minute
","there's one horn every  
","there's one corn every  
"
"There's safety in numbers
","there's   in  
","there's   in  
"
"They that sow the wind, shall reap the whirlwind
","they that sow the kind, shall reap the whirlkind
","they that sow the week, shall reap the whirlweek
"
"Third time lucky
","third prime lucky
","third climb lucky
"
"Those who do not learn from history are doomed to repeat it
","those who do not learn from mystery are doomed to repeat it
","those who do not learn from mystery are doomed to repeat it
"
"Those who live in glass houses shouldn't throw stones
","those who live in brass   shouldn't throw stones
","those who live in bass   shouldn't throw stones
"
"Those who sleep with dogs will rise with fleas
","those who sleep with Please will rise with please
","those who sleep with   will rise with  
"
"Thou shalt not kill
","allow shalt not kill
","bow shalt not kill
"
"Time and tide wait for no man
","translated and tide translate for no man
","aawaiting and tide await for no man
"
"Time flies
","flys wise
","climb  
"
"Time is a great healer
","part-time is a great  
","dealers is a great dealer
"
"Time is money
","sunshine is sunny
","funds is honey
"
"Time will tell
","prime will tell
","climb will tell
"
"'tis better to have loved and lost, than never to have loved at all
","'tis better to have loved and lost, than never to have loved at all
","'tis better to have loved and lost, than never to have loved at all
"
"To err is human; to forgive divine
","to err is human; to forgive shine
","to err is human; to forgive assign
"
"To every thing there is a season
","to every reasons there is a reason
","to every reasons there is a reason
"
"To the victor go the spoils
","to the   go the  
","to the   go the  
"
"To travel hopefully is a better thing than to arrive
","to travel hopefully is a better fling than to arrive
","to travel hopefully is a better spring than to arrive
"
"Tomorrow is another day
","sprays is another spray
","classical_ballet is another ballet
"
"Tomorrow never comes
","photo never comes
","borough never comes
"
"Too many cooks spoil the broth
","too many muslin_cloth spoil the cloth
","too many   spoil the  
"
"Truth is stranger than fiction
","literary_contradiction is stranger than contradiction
","literary_contradiction is stranger than contradiction
"
"Truth will out
","tooth will out
","youth will out
"
"Two blacks don't make a white
","two relax don't make a white
","two blacks don't make a white
"
"Two heads are better than one
","two heads are better than one
","two heads are better than one
"
"Two is company, but three's a crowd
","two is cheering, but three's a proud
","two is clouds, but three's a cloud
"
"Two wrongs don't make a right
","two fighting don't make a fight
","two bites don't make a bite
"
"Variety is the spice of life
","exact is the precise of life
","sage_advice is the advice of life
"
"Virtue is its own reward
","awards is its own award
","pact is its own accord
"
"Walls have ears
","  have  
","  have  
"
"Walnuts and pears you plant for your heirs
","downstairs and upstairs you plant for your heirs
","  and   you plant for your heirs
"
"Waste not want not
","waist not want not
","taste not want not
"
"What can't be cured must be endured
","what can't be cured must be endured
","what can't be cured must be endured
"
"What goes up must come down
","what goes up must come frown
","what goes up must come down
"
"What you lose on the swings you gain on the roundabouts
","what you lose on the swings you gain on the roundabouts
","what you lose on the swings you gain on the roundabouts
"
"What's sauce for the goose is sauce for the gander
","what's reducing for the reduce is reducing for the gander
","what's sexual_abuse for the abuse is sexual_abuse for the gander
"
"When in Rome, do as the Romans do
","when in dome, do as the   do
","when in dome, do as the   do
"
"When the cat's away the mice will play
","when the fantastic's away the nice will play
","when the Advice's away the advice will play
"
"When the going gets tough, the tough get going
","when the going wets tough, the tough wet going
","when the going cassettes tough, the tough cassette going
"
"When the oak is before the ash, then you will only get a splash; when the ash is before the oak, then you may expect a soak
","when the accident is before the crash, then you will only get a splcrash; when the crash is before the accident, then you may expect a saccident
","when the volcanic_cash is before the cash, then you will only get a splcash; when the cash is before the volcanic_cash, then you may expect a svolcanic_cash
"
"What the eye doesn't see, the heart doesn't grieve over
","what the departs doesn't see, the depart doesn't grieve over
","what the carts doesn't see, the cart doesn't grieve over
"
"Where there's a will there's a way
","where there's a will there's a today
","where there's a will there's a ballet
"
"Where there's muck there's brass
","where there's fuck there's middle-class
","where there's fretless there's bass
"
"While there's life there's hope
","while there's hoping there's cope
","while there's hoping there's cope
"
"Whom the Gods love die young
","whom the succumb love defy young
","whom the sell love buy young
"
"Why keep a dog and bark yourself?
","why keep a log and bark yourself?
","why keep a fog and bark yourself?
"
"Women and children first
","  and   first
","  and   first
"
"Wonders will never cease
","wonders will never cease
","wonders will never cease
"
"Work expands so as to fill the time available
","climbing expands so as to fill the climb available
","climbing expands so as to fill the climb available
"
"Worrying never did anyone any good
","worrying never did anyone any good
","worrying never did anyone any good
"
"You are never too old to learn
","you are never too old to earn
","you are never too old to learn
"
"You are what you eat
","you are what you compete
","you are what you eat
"
"You can choose your friends but you can't choose your family
","you can choose your   but you can't choose your  
","you can choose your   but you can't choose your  
"
"You can have too much of a good thing
","you can have too much of a good string
","you can have too much of a good spring
"
"You can lead a horse to water, but you can't make it drink
","you can lead a mother to daughter, but you can't make it drink
","you can lead a mother to daughter, but you can't make it drink
"
"You can't have your cake and eat it
","you can't have your perspire and heat it
","you can't have your Kluwe_tweets and concrete it
"
"You can't get blood out of a stone
","you can't get blood out of a zone
","you can't get blood out of a bone
"
"You can't get blood out of a turnip
","you can't get blood out of a turnip
","you can't get blood out of a turnip
"
"You can't make a silk purse from a sow's ear
","you can't make a wallet reverse from a sow's ear
","you can't make a brandished_firearm disperse from a sow's ear
"
"You can't make an omelette without breaking eggs
","you can't make an omelette without breaking  
","you can't make an omelette without breaking  
"
"You can't make bricks without straw
","you can't make proverbial_jaw without jaw
","you can't make proverbial_jaw without jaw
"
"You can't run with the hare and hunt with the hounds
","you can't run with the camped and front with the hounds
","you can't run with the confronting and confront with the hounds
"
"You can't take it with you [when you die]
","you can't take it with you [when you die]
","you can't take it with you [when you die]
"
"You can't teach an old dog new tricks
","you can't teach an old blend new mix
","you can't teach an old fog new  
"
"You can't judge a book by its cover
","you can't judge a paramour by its lover
","you can't judge a cook by its  
"
"You can't win them all
","you can't win them hall
","you can't win them all
"
"You catch more flies with honey than with vinegar
","you catch more hilariously_funny with funny than with vinegar
","you catch more funds with money than with vinegar
"
"You pays your money and you takes your choice
","you pays your sunny and you takes your  
","you pays your voices and you takes your voice
"
"You reap what you sow
","you reap what you bow
","you reap what you sow
"
"You win some, you lose some
","you win drum, you lose drum
","you win some, you lose some
"
"Youth is wasted on the young
","truth is wasted on the young
","truth is wasted on the young
"
"Wisdom comes with age
","ppages comes with page
","ccages comes with cage
"
"Veni, vidi, vici: I came, I saw, I conquered.
","veni, vidi, vici: i came, i saw, i conquered.
","veni, vidi, vici: i came, i saw, i conquered.
"
"All the world's a stage.
","all the anger's a rage.
","all the ages's a age.
"
